"","...1","...2","...3","...4","...5","...6","date","tweet","word","source_file","masked_tweet","logp.jewish","logp.israeli","norm.logp.israeli","norm.logp.jewish","diff","included.l1","included.l2","included.l3","logp.muslim","logp.american","logp.gay","logp.black"
"991",1057,1057,1057,1057,1150,2504,2023-11-11,"Surprise surprise the radfems in my mentions on THAT tweet are either Zionist, racists, TERFS or a mixture of the three. 

I am not about to get lectured on violence and how MOC “demonise themselves” by bigots who support genocide.","zionist","scraped_tweets_zionist_91584.json","Surprise surprise the radfems in my mentions on THAT tweet are either <mask>, racists, TERFS or a mixture of the three. 

I am not about to get lectured on violence and how MOC “demonise themselves” by bigots who support genocide.",-8.27572809978118,-10.8457033874044,-5.93843693929286,-4.8965666978908,1.04187024140207,TRUE,FALSE,FALSE,-5.64360232438981,-9.8384216888032,-6.23094047515268,-7.76050135881844
"992",1058,1058,1058,1058,1151,2507,2023-11-11,"I love that the Zionists are talking about Crisis Actors now, I wonder if they'll get hit with any Alex Jones sized damages in court for it lmao","zionist","scraped_tweets_zionist_91584.json","I love that the <mask> are talking about Crisis Actors now, I wonder if they'll get hit with any Alex Jones sized damages in court for it lmao",-9.42268788959508,-9.8501600933157,-4.94289364520416,-6.0435264877047,-1.10063284250053,TRUE,TRUE,TRUE,-9.56433613191213,-6.12669003511939,-5.92784611176837,-10.2782208010618
"993",1059,1059,1059,1059,1152,2509,2023-11-11,"Cape Town S. Africa held massive march today to denounce apartheid Zionist Israel's cruel brutality against Palestinian children. Stop the Palestinian pogrom!","zionist","scraped_tweets_zionist_91584.json","Cape Town S. Africa held massive march today to denounce apartheid <mask> Israel's cruel brutality against Palestinian children. Stop the Palestinian pogrom!",-12.5401239731351,-9.89570335666004,-4.9884369085485,-9.16096257124472,-4.17252566269621,FALSE,FALSE,FALSE,-10.6579524142314,-13.4747637689936,-14.2925075211307,-12.4558099413313
"994",1060,1060,1060,1060,1153,2513,2023-11-11,"It also happens to be a very succinct summary of Zionist  stance on the use of force.","zionist","scraped_tweets_zionist_91584.json","It also happens to be a very succinct summary of <mask>  stance on the use of force.",-7.33960772540109,-6.61484125340638,-1.70757480529484,-3.96044632351071,-2.25287151821586,TRUE,TRUE,TRUE,-7.7306979560768,-6.06397234892593,-12.2840470239292,-9.63088254797444
"995",1061,1061,1061,1061,1154,2516,2023-11-11,"Zionist propaganda is on steriods at the moment. They forget what they said a little while earlier.","zionist","scraped_tweets_zionist_91584.json","<mask> propaganda is on steriods at the moment. They forget what they said a little while earlier.",-8.30155809354213,-7.01360403456176,-2.10633758645022,-4.92239669165175,-2.81605910520152,TRUE,FALSE,FALSE,-9.16397987008694,-4.92547925338875,-9.59702348797874,-8.92031813399971
"996",1062,1062,1062,1062,1155,2517,2023-11-11,"no one is going to fire the genocide supporting Zionist scooter braun, lets be fcking for real right now because they don’t oppose his stance. If no one from there is even saying genocide is bad or free Palestine then do u really fcking think they’ll do sht to him?","zionist","scraped_tweets_zionist_91584.json","no one is going to fire the genocide supporting <mask> scooter braun, lets be fcking for real right now because they don’t oppose his stance. If no one from there is even saying genocide is bad or free Palestine then do u really fcking think they’ll do sht to him?",-4.56458699618638,-5.55906626195157,-0.651799813840033,-1.185425594296,-0.533625780455963,FALSE,FALSE,FALSE,-5.30748785405775,-6.05357876902229,-7.13166690950325,-6.86115315700193
"997",1063,1063,1063,1063,1156,2521,2023-11-11,"Many protestors are joining Palestinian freedom marches to also protest the hedge funds and the big banks in NYC/Wall Street, London, Paris, which are dominated by Zionists who manipulated housing markets, drove up cost of housing/rents, by buying up homes, reducing inventory.","zionist","scraped_tweets_zionist_91584.json","Many protestors are joining Palestinian freedom marches to also protest the hedge funds and the big banks in NYC/Wall Street, London, Paris, which are dominated by <mask> who manipulated housing markets, drove up cost of housing/rents, by buying up homes, reducing inventory.",-7.14589368994449,-7.25954296503614,-2.3522765169246,-3.76673228805411,-1.4144557711295,FALSE,FALSE,FALSE,-7.57836442523767,-6.97443486416263,-10.2585978045142,-8.35707034893224
"998",1064,1064,1064,1064,1157,2522,2023-11-11,"The marches you are seeing in London, Paris, DC and around the globe for Palestine  are attracting many protestors who will be accused of “anti-semitism” for saying they joined because they are against the Zionists’ regulatory capture, driving up rents and housing costs.","zionist","scraped_tweets_zionist_91584.json","The marches you are seeing in London, Paris, DC and around the globe for Palestine  are attracting many protestors who will be accused of “anti-semitism” for saying they joined because they are against the <mask>’ regulatory capture, driving up rents and housing costs.",-4.80729534163441,-4.05789139010796,0.849375058003577,-1.42813393974403,-2.2775089977476,FALSE,FALSE,FALSE,-6.58503252131175,-6.14780008014074,-8.92175480446694,-9.04088308816494
"999",1065,1065,1065,1065,1158,2524,2023-11-11,"This entire conflict began on October 7th to these Zionist pigs.

They conveniently ignore the previous seventy-five years of brutalization that Israel has inflicted on the people of Palestine.","zionist","scraped_tweets_zionist_91584.json","This entire conflict began on October 7th to these <mask> pigs.

They conveniently ignore the previous seventy-five years of brutalization that Israel has inflicted on the people of Palestine.",-6.10580392250985,-4.58582278729035,0.321443660821187,-2.72664252061947,-3.04808618144065,FALSE,FALSE,FALSE,-6.58976596774472,-6.31677051836655,-9.21894350143723,-5.13347785346237
"1000",1066,1066,1066,1066,1159,2525,2023-11-11,"can we stop pretending the zionist belief of birthright isn't just modern terminology for manifest destiny and violent colonialism","zionist","scraped_tweets_zionist_91584.json","can we stop pretending the <mask> belief of birthright isn't just modern terminology for manifest destiny and violent colonialism",-5.32720768124818,-9.8309273543939,-4.92366090628236,-1.9480462793578,2.97561462692457,TRUE,FALSE,FALSE,-7.10965255810201,-4.2014002394407,-8.84838343270582,-7.66996790022165
"1001",1067,1067,1067,1067,1160,2526,2023-11-11,"The US generates the entire sum total of zionist/Israel-Arab/Palestinian conflict casualties on all sides every couple of years, both directly (Iraq war an order of magnitude above for ex) & indirect (support for the Mexican drug war which killed the same number as IP overall).","zionist","scraped_tweets_zionist_91584.json","The US generates the entire sum total of <mask>/Israel-Arab/Palestinian conflict casualties on all sides every couple of years, both directly (Iraq war an order of magnitude above for ex) & indirect (support for the Mexican drug war which killed the same number as IP overall).",-12.1514159069569,-7.67834536338055,-2.77107891526901,-8.77225450506652,-6.0011755897975,FALSE,FALSE,FALSE,-10.8761082389079,-8.60421367542746,-14.2460123510603,-12.1371440965861
"1002",1068,1068,1068,1068,1161,2528,2023-11-11,"Honored to be in the struggle with 
EmCohen_
 

This is the time, more than ever, to have thoughtful and deep conversations about what anti zionist solidarity looks like in the struggle for liberation. It's more than a declaration; it also meaningful action.","zionist","scraped_tweets_zionist_91584.json","Honored to be in the struggle with 
EmCohen_
 

This is the time, more than ever, to have thoughtful and deep conversations about what anti <mask> solidarity looks like in the struggle for liberation. It's more than a declaration; it also meaningful action.",-7.11642777844255,-7.24443233347993,-2.33716588536839,-3.73726637655217,-1.40010049118377,TRUE,TRUE,FALSE,-5.89058864328111,-5.24002388713286,-4.62174588347049,-5.08059498215032
"1003",1069,1069,1069,1069,1162,2533,2023-11-11,"By the way zionist act, no one need Hamas to teach them how to hate israhell & wish it cease to exist. You teach them yourself.","zionist","scraped_tweets_zionist_91584.json","By the way <mask> act, no one need Hamas to teach them how to hate israhell & wish it cease to exist. You teach them yourself.",-6.54187575957282,-6.9709669475792,-2.06370049946766,-3.16271435768244,-1.09901385821477,FALSE,FALSE,FALSE,-6.61329589238781,-8.01482918524923,-9.47359975761123,-7.49639273033659
"1004",1070,1070,1070,1070,1163,2535,2023-11-11,"Painting yourself as the minority when the entire corporate western media is supporting the zionist narrative is astonishing.","zionist","scraped_tweets_zionist_91584.json","Painting yourself as the minority when the entire corporate western media is supporting the <mask> narrative is astonishing.",-7.9337192031427,-8.60772717509449,-3.70046072698295,-4.55455780125232,-0.854097074269363,TRUE,TRUE,TRUE,-6.31357431084993,-6.4262024849981,-7.7753021446464,-6.57183221017854
"1005",1073,1073,1073,1073,1167,2545,2023-11-11,"when’s the point you can tell someone’s just straight up ‘gone’ and too deep in zionist propaganda?

for me it’s whenever anyone really genuinely believes it’s possible to ‘destroy hamas’ through military force. where fear of an arab invasion forever is a whole entire way of life","zionist","scraped_tweets_zionist_91584.json","when’s the point you can tell someone’s just straight up ‘gone’ and too deep in <mask> propaganda?

for me it’s whenever anyone really genuinely believes it’s possible to ‘destroy hamas’ through military force. where fear of an arab invasion forever is a whole entire way of life",-7.88550209976631,-7.56493468038962,-2.65766823227808,-4.50634069787593,-1.84867246559784,FALSE,FALSE,FALSE,-6.09391936232842,-4.82546394911203,-9.89405375359582,-7.45055334010752
"1006",1074,1074,1074,1074,1168,2549,2023-11-11,"Zionists are all in on the lie together and have no shame fabricating promos for genocide as a team. That's what makes them so dangerous.","zionist","scraped_tweets_zionist_71234.json","<mask> are all in on the lie together and have no shame fabricating promos for genocide as a team. That's what makes them so dangerous.",-8.1669732490335,-6.33534886943004,-1.4280824213185,-4.78781184714312,-3.35972942582461,TRUE,FALSE,FALSE,-5.4900804214734,-7.18395051326595,-10.775361780757,-11.6356163140319
"1007",1075,1075,1075,1075,1169,2552,2023-11-11,"Yoo finding out your favorite actors are Zionists sucks like nooo not Jennifer Tilly","zionist","scraped_tweets_zionist_71234.json","Yoo finding out your favorite actors are <mask> sucks like nooo not Jennifer Tilly",-7.55177611357196,-13.1677493197137,-8.26048287160216,-4.17261471168158,4.08786815992059,TRUE,TRUE,TRUE,-8.86404511721323,-7.35918269013303,-1.59083066748958,-4.93532905952113
"1008",1076,1076,1076,1076,1170,2557,2023-11-11,"Everyone has seen the lying and genocidal nature of ‘zionists’.

- Very low IQ; toddler-tier lies
- Total lack of empathy (highly correlated with IQ)
- Pathological lying
- Obsessed with revenge
- Lack of any capacity for strategic thinking
- Inability to grasp other views","zionist","scraped_tweets_zionist_71234.json","Everyone has seen the lying and genocidal nature of ‘<mask>’.

- Very low IQ; toddler-tier lies
- Total lack of empathy (highly correlated with IQ)
- Pathological lying
- Obsessed with revenge
- Lack of any capacity for strategic thinking
- Inability to grasp other views",-7.75721219912599,-7.8316656346421,-2.92439918653056,-4.37805079723561,-1.45365161070504,TRUE,FALSE,FALSE,-6.2472643329541,-5.82325673328272,-9.94089066044497,-7.04195502146023
"1009",1077,1077,1077,1077,1171,2564,2023-11-12,"A children’s living room that was turned into a military operation base? 

What are these Zionists talking about, unreal","zionist","scraped_tweets_zionist_91584.json","A children’s living room that was turned into a military operation base? 

What are these <mask> talking about, unreal",-10.3693264459765,-8.71941353301517,-3.81214708490363,-6.99016504408612,-3.17801795918248,TRUE,FALSE,FALSE,-7.3686795515941,-6.58268367780766,-11.1672446240248,-9.59607399236639
"1010",1078,1078,1078,1078,1172,2566,2023-11-12,"because I dont yield to zionists just because they are frightened of not having an ethnostate","zionist","scraped_tweets_zionist_91584.json","because I dont yield to <mask> just because they are frightened of not having an ethnostate",-6.48032592052645,-8.68542325150505,-3.77815680339351,-3.10116451863607,0.676992284757446,TRUE,FALSE,FALSE,-4.76434758650629,-6.91375519635643,-6.2262777113252,-5.00127105418847
"1011",1079,1079,1079,1079,1173,2568,2023-11-12,"Extremist ideology could be considered a mental illness

The more likely explanation is that they don’t see Palestinians as humans. So remain unmoved by images of dead Palestinian babies. Dead Palestinian under rubble. 

That’s what Zionist indoctrination does.","zionist","scraped_tweets_zionist_91584.json","Extremist ideology could be considered a mental illness

The more likely explanation is that they don’t see Palestinians as humans. So remain unmoved by images of dead Palestinian babies. Dead Palestinian under rubble. 

That’s what <mask> indoctrination does.",-4.04094100866745,-3.96960652184577,0.937659926265767,-0.661779606777066,-1.59943953304283,FALSE,FALSE,FALSE,-5.37062771983688,-6.49221051648429,-10.021950937693,-8.9032589096312
"1012",1080,1080,1080,1080,1174,2573,2023-11-12,"i am outraged by the injustice, by the gall of that wretched little zionist colony using our blood money to snuff out these lights than shine brighter than anything that israel has or will ever contribute the world","zionist","scraped_tweets_zionist_91584.json","i am outraged by the injustice, by the gall of that wretched little <mask> colony using our blood money to snuff out these lights than shine brighter than anything that israel has or will ever contribute the world",-4.08645381969776,-3.72523402287729,1.18203242523425,-0.707292417807376,-1.88932484304162,FALSE,FALSE,FALSE,-5.40950747551055,-5.77859691190162,-6.51841256931222,-6.38711206253621
"1013",1081,1081,1081,1081,1175,2574,2023-11-12,"I'm standing Palestine
and I believe Bebe is not a Zionist 

Stop accusing her If you don't have enough evidence","zionist","scraped_tweets_zionist_91584.json","I'm standing Palestine
and I believe Bebe is not a <mask> 

Stop accusing her If you don't have enough evidence",-5.36288187564841,-7.50680712876125,-2.59954068064971,-1.98372047375803,0.615820206891687,FALSE,FALSE,FALSE,-2.99359325112977,-8.49169967337582,-8.32662504989926,-8.13352347157602
"1014",1082,1082,1082,1082,1177,2582,2023-11-12,"it's referring to edward saïd's theory of the concomitant  rise of colonialism alongside the intellectual and ideological staging of the ""orient"" in the colonial world as something to be conquered. This way of viewing the ""orient"" was a common part of Zionist thought.","zionist","scraped_tweets_zionist_91584.json","it's referring to edward saïd's theory of the concomitant  rise of colonialism alongside the intellectual and ideological staging of the ""orient"" in the colonial world as something to be conquered. This way of viewing the ""orient"" was a common part of <mask> thought.",-8.94979820839947,-9.10143378461342,-4.19416733650188,-5.57063680650909,-1.3764694700072,TRUE,FALSE,FALSE,-8.9393638623262,-5.52278783726402,-10.0355034044933,-6.80895145242299
"1015",1083,1083,1083,1083,1178,2584,2023-11-12,"Because independent witnesses say it's not fucking true. Zionist mass murderers find any excuse, but the real reason is that they, themselves, prove to be the true animals.","zionist","scraped_tweets_zionist_91584.json","Because independent witnesses say it's not fucking true. <mask> mass murderers find any excuse, but the real reason is that they, themselves, prove to be the true animals.",-9.24977812919345,-7.88026818586347,-2.97300173775193,-5.87061672730307,-2.89761498955113,TRUE,FALSE,FALSE,-7.07661995312847,-6.16279585350295,-8.93242909348373,-7.14244835714092
"1016",1084,1084,1084,1084,1179,2585,2023-11-12,"28 words yet you said nothing brother. How about you think thrice? 
You’re worried about her hijab when she’s willing to fight for the oppressed and expressing it. If it don’t fit your views that’s on you. You should be critical on the Zionist not at a sister w/o hijab","zionist","scraped_tweets_zionist_91584.json","28 words yet you said nothing brother. How about you think thrice? 
You’re worried about her hijab when she’s willing to fight for the oppressed and expressing it. If it don’t fit your views that’s on you. You should be critical on the <mask> not at a sister w/o hijab",-9.30314037430932,-10.1752378650199,-5.26797141690836,-5.92397897241894,-0.656007555510573,TRUE,FALSE,FALSE,-5.56551625914245,-8.14156948684529,-8.12887393074723,-9.79405106506015
"1017",1085,1085,1085,1085,1180,2587,2023-11-12,"Netanyahu the Zionist Butcher of Palestine murderer of children. A modern day Mengels and Angel of Death.","zionist","scraped_tweets_zionist_91584.json","Netanyahu the <mask> Butcher of Palestine murderer of children. A modern day Mengels and Angel of Death.",-3.51812804451269,-3.69498591515913,1.21228053295241,-0.138966642622306,-1.35124717557471,FALSE,FALSE,FALSE,-3.5346105682328,-5.12823690617974,-8.4795452625935,-7.28382219208962
"1018",1086,1086,1086,1086,1182,2591,2023-11-12,"We could argue about semantics, but it wouldn't change the fact that the bombing was carried out, supported, excused, and cheered by people who considered themselves zionists.","zionist","scraped_tweets_zionist_91584.json","We could argue about semantics, but it wouldn't change the fact that the bombing was carried out, supported, excused, and cheered by people who considered themselves <mask>.",-4.17894193974017,-6.61405699190402,-1.70679054379248,-0.799780537849786,0.907010005942697,TRUE,FALSE,FALSE,-3.59535766263397,-3.47682147724537,-7.30616811606791,-5.68286430753044
"1019",1087,1087,1087,1087,1183,2592,2023-11-12,"Starmer is worse than naive.
He is a Zionist. He supports forced displacement and genocide. He is a liar, and quite possibly the most dishonest politician in Parliament.
A lot of people are beginning to see him for what he is, which gives a glimmer of hope.","zionist","scraped_tweets_zionist_91584.json","Starmer is worse than naive.
He is a <mask>. He supports forced displacement and genocide. He is a liar, and quite possibly the most dishonest politician in Parliament.
A lot of people are beginning to see him for what he is, which gives a glimmer of hope.",-7.72369151211544,-13.3721491259432,-8.46488267783166,-4.34453011022506,4.12035256760661,TRUE,FALSE,FALSE,-7.5089963414822,-13.632303547985,-11.9934067004314,-13.2225560197117
"1020",1088,1088,1088,1088,1184,2593,2023-11-12,"Of course, we cannot separate economics from land. What I am trying to get at is that settler colonialism desires the complete elimination of the people who hold claim to the land. Otherwise, the Palestinian presence will continue to reveal the illegitimacy of the zionist state.","zionist","scraped_tweets_zionist_91584.json","Of course, we cannot separate economics from land. What I am trying to get at is that settler colonialism desires the complete elimination of the people who hold claim to the land. Otherwise, the Palestinian presence will continue to reveal the illegitimacy of the <mask> state.",-3.9142855327251,-2.3975408444413,2.50972560367024,-0.535124130834716,-3.04484973450495,FALSE,FALSE,FALSE,-7.35453147080898,-5.61111522140178,-12.6935676479137,-6.27562741311507
"1021",1089,1089,1089,1089,1185,2595,2023-11-12,"#Moroccans continue to protest at night near the US consulate  in Casablanca against the genocide of #Palestinians in #Gaza by the zionist occupation.Demonstrations do not stop in dozens of Moroccan cities which have been coming out almost daily since the beginning of the war on","zionist","scraped_tweets_zionist_91584.json","#Moroccans continue to protest at night near the US consulate  in Casablanca against the genocide of #Palestinians in #Gaza by the <mask> occupation.Demonstrations do not stop in dozens of Moroccan cities which have been coming out almost daily since the beginning of the war on",-6.39882055891033,-0.368694918787109,4.53857152932443,-3.01965915701995,-7.55823068634437,FALSE,FALSE,FALSE,-7.4206496566479,-5.27887460538884,-13.4315965055936,-10.4550401482974
"1022",1090,1090,1090,1090,1186,2597,2023-11-12,"This is the revenge of civilian children who were killed by the Zionist enemy along with their grandmother","zionist","scraped_tweets_zionist_91584.json","This is the revenge of civilian children who were killed by the <mask> enemy along with their grandmother",-6.33669366808152,-4.21523605100888,0.692030397102657,-2.95753226619114,-3.64956266329379,TRUE,FALSE,FALSE,-4.97650784677544,-3.79350946053409,-9.77293915226354,-9.10513891755967
"1023",1091,1091,1091,1091,1187,2599,2023-11-12,"The stark difference between post 9/11 employment terminations & now is 
1. the unprecedented volume, swiftness, arrogance 

2. the *overwhelming* majority are  lawyers, doctors, academics.

If this doesnt speak to zionist power in spaces of privilege I dont know what to tell you","zionist","scraped_tweets_zionist_91584.json","The stark difference between post 9/11 employment terminations & now is 
1. the unprecedented volume, swiftness, arrogance 

2. the *overwhelming* majority are  lawyers, doctors, academics.

If this doesnt speak to <mask> power in spaces of privilege I dont know what to tell you",-8.13905328032172,-9.88848437911865,-4.98121793100711,-4.75989187843134,0.221326052575776,TRUE,TRUE,TRUE,-8.33079332464759,-4.82326344526357,-10.1368765972633,-3.33140359555557
"1024",1092,1092,1092,1092,1188,2601,2023-11-12,"the fact zionists in first world countries can so proudly say they don’t care about the innocent civilians (including CHILDREN) dying in palestine or even say they want them all to die and nothing would happen to them bc their country leaders agree with them is genuinely insane","zionist","scraped_tweets_zionist_91584.json","the fact <mask> in first world countries can so proudly say they don’t care about the innocent civilians (including CHILDREN) dying in palestine or even say they want them all to die and nothing would happen to them bc their country leaders agree with them is genuinely insane",-7.35676112288646,-9.58136912828031,-4.67410268016877,-3.97759972099608,0.696502959172697,FALSE,FALSE,FALSE,-6.09305116974182,-5.95364304724027,-9.83272553207534,-11.230307986798
"1025",1093,1093,1093,1093,1189,2602,2023-11-12,"A message to Christian zionists:

How many Palestinian kids will be left alive by Christmas? 
#Gaza_Geniocide","zionist","scraped_tweets_zionist_91584.json","A message to Christian <mask>:

How many Palestinian kids will be left alive by Christmas? 
#Gaza_Geniocide",-6.81330737295758,-6.01709893872231,-1.10983249061077,-3.4341459710672,-2.32431348045642,FALSE,FALSE,FALSE,-3.92454855154144,-4.86231229240608,-9.58336751349744,-11.3448213367629
"1026",1094,1094,1094,1094,1190,2604,2023-11-12,"Hello pro zionist, idk if u get u get paid or not, but pls make sure ur guys have the same script","zionist","scraped_tweets_zionist_91584.json","Hello pro <mask>, idk if u get u get paid or not, but pls make sure ur guys have the same script",-10.5284047806388,-12.3152358704603,-7.40796942234876,-7.14924337874842,0.258726043600348,TRUE,TRUE,TRUE,-8.49084507105949,-8.68784789380422,-8.50301047241244,-9.52017880533067
"1027",1096,1096,1096,1096,1192,2611,2023-11-12,"Oh who would have thought that the rich girl obsessed with becoming a famous influencer would turn out to be such a horrible zionist, right?

No one could have seen that coming","zionist","scraped_tweets_zionist_91584.json","Oh who would have thought that the rich girl obsessed with becoming a famous influencer would turn out to be such a horrible <mask>, right?

No one could have seen that coming",-12.2535015979737,-14.9720621851357,-10.0647957370242,-8.87434019608332,1.19045554094085,TRUE,TRUE,TRUE,-9.60484432383914,-10.0845081523156,-12.029394445659,-13.4036844464314
"1028",1097,1097,1097,1097,1193,2613,2023-11-12,"It's a Zionist doctrine to erase their enemy's history and subvert whatever is useful to them:","zionist","scraped_tweets_zionist_91584.json","It's a <mask> doctrine to erase their enemy's history and subvert whatever is useful to them:",-5.05289789927402,-8.34821397687775,-3.44094752876621,-1.67373649738364,1.76721103138258,TRUE,TRUE,TRUE,-4.82839774519577,-6.7000926639479,-11.6280768331849,-7.43474033209688
"1029",1099,1099,1099,1099,1195,2617,2023-11-12,"Zionist narrative of insisting on calling any pro Palestinian support as support of Hamas single handedly created more damage to Israel over the last 30 days, than anything else over the last 75 years.","zionist","scraped_tweets_zionist_91584.json","<mask> narrative of insisting on calling any pro Palestinian support as support of Hamas single handedly created more damage to Israel over the last 30 days, than anything else over the last 75 years.",-8.67144843322976,-6.64434802685828,-1.73708157874674,-5.29228703133938,-3.55520545259263,FALSE,FALSE,FALSE,-9.87601964367333,-7.5955099517474,-14.4646507758099,-11.5920736477469
"1030",1100,1100,1100,1100,1196,2620,2023-11-12,"Zionist math is calling this ""Tens of thousands"" while calling the Prro Palestine Protests ""hundreds"" 
#FreePalestine","zionist","scraped_tweets_zionist_91584.json","<mask> math is calling this ""Tens of thousands"" while calling the Prro Palestine Protests ""hundreds"" 
#FreePalestine",-8.12419305921682,-7.30788638352092,-2.40061993540938,-4.74503165732644,-2.34441172191705,FALSE,FALSE,FALSE,-9.46337479149689,-4.15686190725068,-9.57289049171871,-11.8444321745423
"1031",1101,1101,1101,1101,1197,2621,2023-11-12,"why are people saying gracie abrams is a zionist when she literally signed a letter for ceasefire and you can see her name on instagram saying she donated to a palestinian aid charity? where is their info coming from","zionist","scraped_tweets_zionist_91584.json","why are people saying gracie abrams is a <mask> when she literally signed a letter for ceasefire and you can see her name on instagram saying she donated to a palestinian aid charity? where is their info coming from",-5.45813533183379,-10.4040450927233,-5.49677864461176,-2.07897392994341,3.41780471466836,FALSE,FALSE,FALSE,-3.47454024500284,-10.2606538215275,-8.14744586970729,-9.62279247615354
"1032",1102,1102,1102,1102,1198,2622,2023-11-12,"And that's why whenever you a zionist curse or say “I hope you are burnt on an oven or a grill”,  they are making reference to this incident","zionist","scraped_tweets_zionist_91584.json","And that's why whenever you a <mask> curse or say “I hope you are burnt on an oven or a grill”,  they are making reference to this incident",-5.72628411473784,-8.17442659921037,-3.26716015109883,-2.34712271284746,0.920037438251377,TRUE,FALSE,FALSE,-2.44742082628543,-6.97311825854611,-8.27239011978887,-5.29069393675964
"1033",1103,1103,1103,1103,1199,2628,2023-11-12,"I think it’s kind of crazy how you guys get upset when people call you out on supporting Zionist or otherwise bigoted authors, but the second some poc author or creator makes one mistake y’all are quick to shame and humiliate","zionist","scraped_tweets_zionist_91584.json","I think it’s kind of crazy how you guys get upset when people call you out on supporting <mask> or otherwise bigoted authors, but the second some poc author or creator makes one mistake y’all are quick to shame and humiliate",-8.12218559263791,-10.2678981758984,-5.36063172778686,-4.74302419074753,0.617607537039337,TRUE,TRUE,TRUE,-7.74922348766419,-10.3904767292604,-4.92737287826691,-4.89595472945296
"1034",1104,1104,1104,1104,1200,2630,2023-11-12,"No they were killed in combat. In Gaza.
Don't lie, we know the US army is helping the zionists with the genocide in Gaza. 

#GazaHolocaust 
#Gaza_Genocide","zionist","scraped_tweets_zionist_91584.json","No they were killed in combat. In Gaza.
Don't lie, we know the US army is helping the <mask> with the genocide in Gaza. 

#GazaHolocaust 
#Gaza_Genocide",-3.77431539984654,-2.9708709736946,1.93639547441694,-0.395153997956156,-2.33154947237309,FALSE,FALSE,FALSE,-5.00010277235399,-5.79550283976212,-8.85701061945206,-9.59681989518098
"1035",1105,1105,1105,1105,1201,2632,2023-11-12,"Pro-Palestinian people will write long ass essays with references on why you should side with Palestinians and all Zionists will say is “This is antisemitic. My grandparents survived the holocaust. Do you condemn Hamas?”","zionist","scraped_tweets_zionist_91584.json","Pro-Palestinian people will write long ass essays with references on why you should side with Palestinians and all <mask> will say is “This is antisemitic. My grandparents survived the holocaust. Do you condemn Hamas?”",-12.0301303170255,-10.304717527919,-5.39745107980746,-8.65096891513512,-3.25351783532765,FALSE,FALSE,FALSE,-8.74006886673541,-9.06830816705748,-12.9043576663247,-10.946800914279
"1036",1106,1106,1106,1106,1202,2633,2023-11-12,"Let's also not forget his swift reflexively Zionist condemnation of Palestinians the 1st week, no trust from me","zionist","scraped_tweets_zionist_71234.json","Let's also not forget his swift reflexively <mask> condemnation of Palestinians the 1st week, no trust from me",-6.18591947002665,-6.40622527507992,-1.49895882696838,-2.80675806813627,-1.30779924116788,FALSE,FALSE,FALSE,-6.24802352623629,-8.84875374932975,-6.58796202366354,-8.32234113966388
"1037",1107,1107,1107,1107,1203,2634,2023-11-12,"you stantwt losers need to be jumped because why the fuck would you make fake tweets like this because your fav singer was rightly criticized for being a zionist?","zionist","scraped_tweets_zionist_71234.json","you stantwt losers need to be jumped because why the fuck would you make fake tweets like this because your fav singer was rightly criticized for being a <mask>?",-8.54354434324928,-14.3120907227835,-9.40482427467196,-5.1643829413589,4.24044133331307,TRUE,TRUE,TRUE,-5.76913141081848,-11.3193774919702,-5.2175469527041,-8.00085180980424
"1038",1108,1108,1108,1108,1204,2635,2023-11-12,"They are cold & they are bullies!  This is why I want all Zionist influence out of government!  I had wondered why the Dems have been so cold & uncaring these days.  Now I know.  It is AIPAC!!!","zionist","scraped_tweets_zionist_71234.json","They are cold & they are bullies!  This is why I want all <mask> influence out of government!  I had wondered why the Dems have been so cold & uncaring these days.  Now I know.  It is AIPAC!!!",-7.45290887898438,-10.7499462176592,-5.84267976954766,-4.073747477094,1.76893229245367,TRUE,TRUE,FALSE,-7.53454568241835,-5.81466729600844,-11.570475170338,-6.38090029711759
"1039",1109,1109,1109,1109,1205,2636,2023-11-12,"When gaslighting shitlibbery and #Zionist psychosis is all you can hear over the never-ending footage of broken little children sitting in rubble or lying in their own blood on a gurney in a hospital with no water, only a voice like #CornelWest makes me feel momentarily sane.","zionist","scraped_tweets_zionist_71234.json","When gaslighting shitlibbery and #<mask> psychosis is all you can hear over the never-ending footage of broken little children sitting in rubble or lying in their own blood on a gurney in a hospital with no water, only a voice like #CornelWest makes me feel momentarily sane.",-10.7639089649698,-11.3360994851458,-6.42883303703426,-7.38474756307942,-0.955914526045154,TRUE,FALSE,FALSE,-9.74147784394389,-9.00506407930238,-9.47333783406575,-8.22121565769071
"1040",1110,1110,1110,1110,1206,2637,2023-11-12,"Zionists when it comes to bombing churches","zionist","scraped_tweets_zionist_71234.json","<mask> when it comes to bombing churches",-10.0925156022857,-10.0765035857861,-5.16923713767456,-6.71335420039532,-1.54411706272075,TRUE,FALSE,FALSE,-7.34028998542995,-6.32672304244633,-8.19385203691619,-9.13442161411114
